,Job-Titles,Department,Salary-interval,Zip
18750,FIREFIGHTER-EMT,FIRE,"80639.47341914715,110328.52658085285",20242
18751,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"86135.47341914715,115824.52658085285",20230
18752,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",27630
18753,LIEUTENANT,FIRE,"96407.47341914715,126096.52658085285",31620
18754,ELECTRICAL INSPECTOR,BUILDINGS,"85319.47341914715,115008.52658085285",2370
18755,FIREFIGHTER-EMT (RECRUIT),FIRE,"60155.47341914715,89844.52658085285",2150
18756,LIEUTENANT,POLICE,"112847.47341914715,142536.52658085286",26150
18757,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",1190
18758,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",29530
18759,SERGEANT,POLICE,"96629.47341914715,126318.52658085285",50410
18760,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",7190
18761,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",4160
18762,FOREMAN OF CEMENT FINISHERS,TRANSPORTN,"81355.47341914715,111044.52658085285",31420
18763,CAPTAIN-EMT,FIRE,"121949.47341914715,151638.52658085286",29300
18764,HOISTING ENGINEER,WATER MGMNT,"87283.47341914715,116972.52658085285",5200
18765,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",8290
18766,HOISTING ENGINEER,WATER MGMNT,"87283.47341914715,116972.52658085285",2420
18767,LIEUTENANT-EMT,FIRE,"99479.47341914715,129168.52658085285",32810
18768,LIEUTENANT-EMT,FIRE,"103151.47341914715,132840.52658085286",31420
18769,FIREFIGHTER-EMT,FIRE,"80639.47341914715,110328.52658085285",2300
18770,SERGEANT,POLICE,"93143.47341914715,122832.52658085285",1250
18771,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"86135.47341914715,115824.52658085285",8350
18772,POLICE OFFICER,POLICE,"65171.47341914715,94860.52658085285",2140
18773,EXPLOSIVES TECHNICIAN I,POLICE,"100001.47341914715,129690.52658085285",32240
18774,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",2800
18775,FIREFIGHTER-EMT,FIRE,"70025.47341914715,99714.52658085285",27400
18776,MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",31380
18777,SERGEANT,POLICE,"96629.47341914715,126318.52658085285",20230
18778,FIREFIGHTER-EMT,FIRE,"77429.47341914715,107118.52658085285",32290
18779,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",20224
18780,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",31510
18781,ASST CORPORATION COUNSEL SENIOR,LAW,"85247.47341914715,114936.52658085285",29690
18782,POOL MOTOR TRUCK DRIVER,AVIATION,"60155.47341914715,89844.52658085285",2160
18783,POLICE OFFICER,POLICE,"61421.47341914715,91110.52658085285",32200
18784,AVIATION SECURITY OFFICER,AVIATION,"60155.47341914715,89844.52658085285",32140
18785,DEPUTY CORPORATION COUNSEL,LAW,"124967.47341914715,154656.52658085286",31340
18786,FIREFIGHTER-EMT,FIRE,"77429.47341914715,107118.52658085285",32330
18787,FIREFIGHTER-EMT,FIRE,"84479.47341914715,114168.52658085285",29950
18788,POLICE COMMUNICATIONS OPERATOR I,OEMC,"60155.47341914715,89844.52658085285",33500
18789,ASST COMMISSIONER,TRANSPORTN,"81875.47341914715,111564.52658085285",4240
18790,SERGEANT,POLICE,"89783.47341914715,119472.52658085285",30200
18791,SPECIAL ASST,BUSINESS AFFAIRS,"82895.47341914715,112584.52658085285",27120
18792,BUSINESS COMPLIANCE INVESTIGATOR,BUSINESS AFFAIRS,"73499.47341914715,103188.52658085285",33760
18793,SUPVSR OF ANIMAL CARE AIDES,ANIMAL CONTRL,"60155.47341914715,89844.52658085285",3320
18794,ASST CORPORATION COUNSEL SUPVSR,LAW,"100199.47341914715,129888.52658085285",2250
18795,OPERATING ENGINEER-GROUP A,GENERAL SERVICES,"83830.67341914715,113519.72658085285",20111
18796,FIREFIGHTER-EMT,FIRE,"77429.47341914715,107118.52658085285",31470
18797,FIREFIGHTER/PARAMEDIC,FIRE,"63893.47341914715,93582.52658085285",51260
18798,CLERK IV,TRANSPORTN,"60155.47341914715,89844.52658085285",33720
18799,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",3250
18800,CROSSING GUARD,OEMC,"60155.47341914715,89844.52658085285",20143
18801,GENERAL FOREMAN OF GENERAL TRADES,GENERAL SERVICES,"99243.43341914716,128932.48658085286",52250
18802,CROSSING GUARD - PER CBA,OEMC,"60155.47341914715,89844.52658085285",31210
18803,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",2520
18804,GRANTS RESEARCH SPECIALIST,OEMC,"85931.47341914715,115620.52658085285",20234
18805,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",1800
18806,POLICE OFFICER,POLICE,"65171.47341914715,94860.52658085285",31440
18807,FIRE ENGINEER-EMT,FIRE,"88505.47341914715,118194.52658085285",28410
18808,POLICE OFFICER/EXPLSV DETECT K9 HNDLR,POLICE,"79679.47341914715,109368.52658085285",1430
18809,POLICE OFFICER/EXPLSV DETECT K9 HNDLR,POLICE,"83207.47341914715,112896.52658085285",6310
18810,CAPTAIN,FIRE,"114125.47341914715,143814.52658085286",52190
18811,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,"79679.47341914715,109368.52658085285",27370
18812,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",4420
18813,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"82595.47341914715,112284.52658085285",20250
18814,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"89087.47341914715,118776.52658085285",8400
18815,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",27200
18816,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",27140
18817,CEMENT FINISHER,TRANSPORTN,"77195.47341914715,106884.52658085285",2260
18818,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",31580
18819,CROSSING GUARD - PER CBA,OEMC,"60155.47341914715,89844.52658085285",4340
18820,CONSTRUCTION LABORER,WATER MGMNT,"68771.47341914715,98460.52658085285",30750
18821,CROSSING GUARD,OEMC,"60155.47341914715,89844.52658085285",20218
18822,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",2400
18823,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",27930
18824,MOTOR TRUCK DRIVER,GENERAL SERVICES,"60155.47341914715,89844.52658085285",50210
18825,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",20229
18826,MOTOR TRUCK DRIVER,WATER MGMNT,"60155.47341914715,89844.52658085285",2480
18827,CROSSING GUARD - PER CBA,OEMC,"60155.47341914715,89844.52658085285",28310
18828,CUSTODIAL WORKER,WATER MGMNT,"60155.47341914715,89844.52658085285",2360
18829,SEWER BRICKLAYER,WATER MGMNT,"78505.87341914714,108194.92658085284",32200
18830,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",50480
18831,ASPHALT LABORER,TRANSPORTN,"68771.47341914715,98460.52658085285",51260
18832,SERGEANT,POLICE,"93143.47341914715,122832.52658085285",28310
18833,LAW CLERK,LAW,"60155.47341914715,89844.52658085285",9700
18834,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"89087.47341914715,118776.52658085285",28160
18835,PLUMBING INSPECTOR,WATER MGMNT,"87665.47341914715,117354.52658085285",31410
18836,PLUMBING INSPECTOR,BUILDINGS,"87665.47341914715,117354.52658085285",8250
18837,SERGEANT,POLICE,"83339.47341914715,113028.52658085285",51530
18838,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",31460
18839,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",9310
18840,CLERK III,POLICE,"60155.47341914715,89844.52658085285",1160
18841,LIBRARY PAGE,PUBLIC LIBRARY,"60155.47341914715,89844.52658085285",2250
18842,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",1330
18843,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",34160
18844,WATCHMAN,GENERAL SERVICES,"60155.47341914715,89844.52658085285",20290
18845,CLERK IV,GENERAL SERVICES,"60155.47341914715,89844.52658085285",33124
18846,POOL MOTOR TRUCK DRIVER,AVIATION,"60155.47341914715,89844.52658085285",5600
18847,MANAGING ENGINEER - WATER MANAGEMENT,WATER MGMNT,"98567.47341914715,128256.52658085285",31110
18848,RECRUITER,HUMAN RESOURCES,"68843.47341914715,98532.52658085285",4410
18849,CONSTRUCTION LABORER,WATER MGMNT,"68771.47341914715,98460.52658085285",2160
18850,LIBRARIAN I,PUBLIC LIBRARY,"60155.47341914715,89844.52658085285",27330
18851,LIEUTENANT,POLICE,"109049.47341914715,138738.52658085286",30300
18852,PROPERTY CUSTODIAN,POLICE,"60155.47341914715,89844.52658085285",27220
18853,AVIATION SECURITY OFFICER,AVIATION,"60155.47341914715,89844.52658085285",8220
18854,FIREFIGHTER-EMT,FIRE,"77429.47341914715,107118.52658085285",26190
18855,COOLING PLANT INSPECTOR,BUILDINGS,"86035.51341914714,115724.56658085284",31390
18856,POLICE OFFICER/EXPLSV DETECT K9 HNDLR,POLICE,"83207.47341914715,112896.52658085285",33540
18857,POLICE OFFICER/EXPLSV DETECT K9 HNDLR,POLICE,"83207.47341914715,112896.52658085285",31440
18858,FIREFIGHTER-EMT,FIRE,"74303.47341914715,103992.52658085285",29570
18859,INVESTIGATOR I - IG,INSPECTOR GEN,"60155.47341914715,89844.52658085285",28600
18860,FIREFIGHTER-EMT,FIRE,"70025.47341914715,99714.52658085285",51290
18861,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",7190
18862,LIEUTENANT-EMT,FIRE,"99479.47341914715,129168.52658085285",31330
18863,SR CERTIFICATION / COMPLIANCE OFFICER,PROCUREMENT,"80735.47341914715,110424.52658085285",4150
18864,CAPTAIN-EMT,FIRE,"121949.47341914715,151638.52658085286",20172
18865,SERGEANT,POLICE,"93143.47341914715,122832.52658085285",1210
18866,SENIOR COMPANION,FAMILY & SUPPORT,"60155.47341914715,89844.52658085285",8450
18867,HEAD STOREKEEPER,HEALTH,"60155.47341914715,89844.52658085285",52330
18868,DETENTION AIDE,POLICE,"60155.47341914715,89844.52658085285",9250
18869,PARKING ENFORCEMENT AIDE,FINANCE,"60155.47341914715,89844.52658085285",31410
18870,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",8430
18871,SUPERVISING POLICE COMMUNICATIONS OPERATOR,OEMC,"84179.47341914715,113868.52658085285",29400
18872,FIREFIGHTER-EMT,FIRE,"74303.47341914715,103992.52658085285",30190
18873,SERGEANT,POLICE,"96629.47341914715,126318.52658085285",31510
18874,CUSTODIAL WORKER,WATER MGMNT,"60155.47341914715,89844.52658085285",4700
18875,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",30210
18876,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",28600
18877,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",9300
18878,FIREFIGHTER-EMT,FIRE,"74303.47341914715,103992.52658085285",1200
18879,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",2400
18880,POOL MOTOR TRUCK DRIVER,AVIATION,"60155.47341914715,89844.52658085285",50160
18881,POLICE OFFICER,POLICE,"61421.47341914715,91110.52658085285",31160
18882,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",52700
18883,ELECTRICAL MECHANIC,TRANSPORTN,"81043.47341914715,110732.52658085285",3210
18884,FOSTER GRANDPARENT,FAMILY & SUPPORT,"60155.47341914715,89844.52658085285",26790
18885,SUPERVISING VENTILATION AND FURNACE INSPECTOR,BUILDINGS,"82707.43341914716,112396.48658085286",3290
18886,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",20243
18887,FREEDOM OF INFORMATION ACT OFFICER,POLICE,"60155.47341914715,89844.52658085285",34660
18888,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"82595.47341914715,112284.52658085285",29270
18889,CLERK III,STREETS & SAN,"60155.47341914715,89844.52658085285",31580
18890,MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",2200
18891,ASST COMMISSIONER,AVIATION,"83819.47341914715,113508.52658085285",29440
18892,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",51270
18893,ADMINISTRATIVE ASST II,TRANSPORTN,"60155.47341914715,89844.52658085285",2820
18894,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",3430
18895,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",6470
18896,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",20218
18897,WATCHMAN,WATER MGMNT,"60155.47341914715,89844.52658085285",1300
18898,DEPUTY DISTRICT CHIEF,FIRE,"141515.47341914714,171204.52658085286",32260
18899,ASST TO THE ALDERMAN,CITY COUNCIL,"60155.47341914715,89844.52658085285",9350
18900,PLUMBING INSPECTOR,BUILDINGS,"87665.47341914715,117354.52658085285",2200
18901,FIREFIGHTER-EMT,FIRE,"80639.47341914715,110328.52658085285",8800
18902,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",2250
18903,MACHINIST,WATER MGMNT,"81563.47341914715,111252.52658085285",50640
18904,LIEUTENANT-EMT,FIRE,"106973.47341914715,136662.52658085286",50380
18905,LIEUTENANT-EMT,FIRE,"103151.47341914715,132840.52658085286",50760
18906,STEAMFITTER,WATER MGMNT,"83955.47341914715,113644.52658085285",1330
18907,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",27350
18908,EXEC ADMINISTRATIVE ASST II,DISABILITIES,"60155.47341914715,89844.52658085285",29150
18909,PROJECTS ADMINISTRATOR,AVIATION,"71003.47341914715,100692.52658085285",2120
18910,HOISTING ENGINEER,WATER MGMNT,"87283.47341914715,116972.52658085285",2210
18911,SERGEANT,POLICE,"89783.47341914715,119472.52658085285",3230
18912,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",2120
18913,SERGEANT,POLICE,"89783.47341914715,119472.52658085285",32170
18914,ADMINISTRATIVE ASST III,FIRE,"62087.47341914715,91776.52658085285",30120
18915,SENIOR DATA ENTRY OPERATOR,POLICE,"60155.47341914715,89844.52658085285",52500
18916,FIREFIGHTER-EMT (RECRUIT),FIRE,"60155.47341914715,89844.52658085285",3220
18917,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"82595.47341914715,112284.52658085285",31650
18918,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",5110
18919,LIEUTENANT,POLICE,"105407.47341914715,135096.52658085286",27250
18920,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",4500
18921,FIREFIGHTER,FIRE,"82541.47341914715,112230.52658085285",1270
18922,FIREFIGHTER-EMT,FIRE,"77429.47341914715,107118.52658085285",32270
18923,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"86135.47341914715,115824.52658085285",2140
18924,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",31260
18925,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",33190
18926,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",2320
18927,SERGEANT,POLICE,"96629.47341914715,126318.52658085285",31190
18928,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",8400
18929,FIREFIGHTER,FIRE,"82541.47341914715,112230.52658085285",26400
18930,FIREFIGHTER-EMT (RECRUIT),FIRE,"60155.47341914715,89844.52658085285",1450
18931,FIREFIGHTER-EMT,FIRE,"77429.47341914715,107118.52658085285",52150
18932,ADMINISTRATIVE ASST,MAYOR'S OFFICE,"100157.47341914715,129846.52658085285",1190
18933,FIREFIGHTER,FIRE,"82541.47341914715,112230.52658085285",2590
18934,FIREFIGHTER-EMT,FIRE,"77429.47341914715,107118.52658085285",7690
18935,SEWER BRICKLAYER,WATER MGMNT,"78505.87341914714,108194.92658085284",20123
18936,PLUMBER,GENERAL SERVICES,"85515.47341914715,115204.52658085285",9310
18937,POLICE OFFICER (ASSIGNED AS CANINE HANDLER),POLICE,"76493.47341914715,106182.52658085285",31530
18938,HOISTING ENGINEER,WATER MGMNT,"87283.47341914715,116972.52658085285",7150
18939,PARAMEDIC I/C,FIRE,"76235.47341914715,105924.52658085285",27330
18940,ELECTRICAL MECHANIC,WATER MGMNT,"81043.47341914715,110732.52658085285",32700
18941,AVIATION COMMUNICATIONS OPERATOR,OEMC,"60155.47341914715,89844.52658085285",20100
18942,POLICE ADMINISTRATIVE CLERK,POLICE,"60155.47341914715,89844.52658085285",27110
18943,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",26130
18944,ADMINISTRATIVE ASST TO DEPUTY CORPORATION COUNSEL,LAW,"66347.47341914715,96036.52658085285",52330
18945,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",2680
18946,GENERAL LABORER - DSS,STREETS & SAN,"60155.47341914715,89844.52658085285",27450
18947,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",27120
18948,SERGEANT,POLICE,"89783.47341914715,119472.52658085285",3420
18949,DETENTION AIDE,POLICE,"60155.47341914715,89844.52658085285",33680
18950,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",4370
18951,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",33180
18952,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",30340
18953,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",33220
18954,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",32380
18955,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",27670
18956,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",34290
18957,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"89087.47341914715,118776.52658085285",34460
18958,FIREFIGHTER-EMT,FIRE,"74303.47341914715,103992.52658085285",3340
18959,ADMINISTRATIVE ASST,MAYOR'S OFFICE,"135155.47341914714,164844.52658085286",2590
18960,TIMEKEEPER - CPD,POLICE,"62087.47341914715,91776.52658085285",51330
18961,ECONOMIC DEVELOPMENT COORD,COMMUNITY DEVELOPMENT,"92375.47341914715,122064.52658085285",33190
18962,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",27500
18963,FIREFIGHTER-EMT (RECRUIT),FIRE,"60155.47341914715,89844.52658085285",34380
18964,LIEUTENANT,POLICE,"112847.47341914715,142536.52658085286",31530
18965,SERGEANT,POLICE,"89783.47341914715,119472.52658085285",4000
18966,LIEUTENANT-EMT,FIRE,"99479.47341914715,129168.52658085285",30190
18967,POOL MOTOR TRUCK DRIVER,WATER MGMNT,"60155.47341914715,89844.52658085285",20134
18968,FIREFIGHTER,FIRE,"82541.47341914715,112230.52658085285",1510
18969,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",33820
18970,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",30126
18971,ELECTRICAL MECHANIC,GENERAL SERVICES,"81043.47341914715,110732.52658085285",31150
18972,LIEUTENANT,POLICE,"105407.47341914715,135096.52658085286",52330
18973,FOREMAN OF BRICKLAYERS,WATER MGMNT,"87845.07341914716,117534.12658085286",30190
18974,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",52110
18975,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",32270
18976,GIS MANAGER,AVIATION,"80915.47341914715,110604.52658085285",27520
18977,MOTOR TRUCK DRIVER,STREETS & SAN,"60305.873419147145,89994.92658085284",33350
18978,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",20213
18979,SERGEANT,POLICE,"93143.47341914715,122832.52658085285",26340
18980,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",20143
18981,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"89087.47341914715,118776.52658085285",32380
18982,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",5140
18983,SHIFT SUPVSR OF AVIATION SECURITY,AVIATION,"78455.47341914715,108144.52658085285",28150
18984,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",51220
18985,LIEUTENANT,POLICE,"112847.47341914715,142536.52658085286",3140
18986,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"89087.47341914715,118776.52658085285",7160
18987,FIRE ENGINEER,FIRE,"86135.47341914715,115824.52658085285",31860
18988,POLICE ADMINISTRATIVE CLERK,POLICE,"60155.47341914715,89844.52658085285",33480
18989,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",31340
18990,FIREFIGHTER-EMT,FIRE,"80639.47341914715,110328.52658085285",4150
18991,FIREFIGHTER-EMT,FIRE,"74303.47341914715,103992.52658085285",20272
18992,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",28210
18993,PRINCIPAL BUDGET ANALYST,BUDGET & MGMT,"72467.47341914715,102156.52658085285",27800
18994,ASST PROCUREMENT OFFICER,PROCUREMENT,"79031.47341914715,108720.52658085285",3110
18995,TRAFFIC SIGNAL REPAIRMAN,TRANSPORTN,"86867.47341914715,116556.52658085285",26260
18996,LABORATORY TECHNICIAN III,WATER MGMNT,"60155.47341914715,89844.52658085285",9460
18997,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",2130
18998,ENGINEERING TECHNICIAN IV,TRANSPORTN,"77747.47341914715,107436.52658085285",26460
